Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
53019,Innovate Industries,Search,Women 35-44,60 days,Instagram,0.12,"$19,819.00",5.37,Miami,Spanish,138,8231,6,Health & Wellness,2021-04-04
53020,Innovate Industries,Display,Women 25-34,45 days,Website,0.15,"$13,622.00",5.82,Houston,English,434,8318,4,Tech Enthusiasts,2021-04-05
53021,Innovate Industries,Social Media,Women 25-34,60 days,Email,0.11,"$15,172.00",3.02,Los Angeles,English,318,4530,6,Outdoor Adventurers,2021-04-06
53022,Alpha Innovations,Influencer,Women 35-44,15 days,Facebook,0.04,"$16,400.00",6.82,Los Angeles,German,939,7538,4,Tech Enthusiasts,2021-04-07
53023,NexGen Systems,Social Media,Men 18-24,45 days,Facebook,0.08,"$9,066.00",4.6,Houston,French,429,2305,9,Health & Wellness,2021-04-08
53024,NexGen Systems,Email,Men 25-34,30 days,Google Ads,0.04,"$19,745.00",6.64,Chicago,German,932,9976,7,Outdoor Adventurers,2021-04-09
53025,Alpha Innovations,Display,Women 25-34,30 days,Google Ads,0.07,"$12,915.00",7.46,Los Angeles,Mandarin,856,4473,7,Fashionistas,2021-04-10
53026,Alpha Innovations,Influencer,Women 25-34,15 days,Instagram,0.08,"$14,952.00",7.38,Los Angeles,French,162,5871,8,Tech Enthusiasts,2021-04-11
53027,Alpha Innovations,Email,All Ages,60 days,YouTube,0.06,"$10,478.00",7.43,Los Angeles,German,780,7661,8,Health & Wellness,2021-04-12
53028,NexGen Systems,Social Media,Men 18-24,60 days,Instagram,0.12,"$15,637.00",7.62,Miami,German,280,3274,9,Outdoor Adventurers,2021-04-13
53029,NexGen Systems,Social Media,Women 25-34,45 days,Google Ads,0.02,"$14,479.00",3.05,Miami,English,870,8595,6,Health & Wellness,2021-04-14
53030,Innovate Industries,Influencer,Women 25-34,15 days,YouTube,0.09,"$17,164.00",7.23,Los Angeles,Spanish,395,1784,3,Foodies,2021-04-15
53031,Innovate Industries,Email,Men 25-34,60 days,Website,0.07,"$18,748.00",7.33,Chicago,French,341,6824,9,Tech Enthusiasts,2021-04-16
53032,DataTech Solutions,Display,Women 25-34,60 days,YouTube,0.07,"$7,651.00",7.3,Houston,Mandarin,838,7386,6,Foodies,2021-04-17
53033,DataTech Solutions,Search,Women 35-44,30 days,Instagram,0.09,"$6,814.00",6.48,Miami,Mandarin,537,4620,2,Health & Wellness,2021-04-18
53034,Innovate Industries,Influencer,Men 18-24,15 days,Google Ads,0.12,"$15,571.00",5.69,Chicago,Mandarin,284,1737,9,Fashionistas,2021-04-19
53035,Innovate Industries,Display,Women 35-44,15 days,Facebook,0.1,"$19,574.00",2.35,Chicago,Mandarin,121,8390,9,Foodies,2021-04-20
53036,Innovate Industries,Display,Women 35-44,30 days,Google Ads,0.12,"$18,764.00",4.56,Chicago,German,987,6419,7,Foodies,2021-04-21
53037,DataTech Solutions,Search,All Ages,45 days,Email,0.15,"$17,687.00",4.03,Chicago,Spanish,208,5353,5,Tech Enthusiasts,2021-04-22
53038,NexGen Systems,Search,Women 25-34,30 days,Google Ads,0.11,"$7,658.00",2.76,Miami,Spanish,563,9233,7,Tech Enthusiasts,2021-04-23
53039,Alpha Innovations,Influencer,Women 35-44,60 days,Website,0.12,"$18,103.00",5.48,Miami,Spanish,892,3503,10,Outdoor Adventurers,2021-04-24
53040,Alpha Innovations,Social Media,Men 25-34,15 days,Google Ads,0.08,"$12,343.00",3.66,Miami,German,254,7334,9,Health & Wellness,2021-04-25
53041,NexGen Systems,Influencer,Men 18-24,60 days,Email,0.11,"$14,544.00",5.44,New York,Spanish,199,7014,10,Tech Enthusiasts,2021-04-26
53042,NexGen Systems,Display,Men 25-34,60 days,Facebook,0.04,"$9,729.00",3.58,Los Angeles,French,722,3228,7,Outdoor Adventurers,2021-04-27
53043,TechCorp,Search,All Ages,45 days,Facebook,0.14,"$7,109.00",7.28,Los Angeles,German,782,6329,8,Outdoor Adventurers,2021-04-28
53044,Innovate Industries,Display,Men 25-34,30 days,Google Ads,0.07,"$10,197.00",2.65,New York,German,993,9551,7,Fashionistas,2021-04-29
53045,DataTech Solutions,Social Media,Women 25-34,30 days,YouTube,0.02,"$11,239.00",7.05,Houston,German,179,8747,7,Fashionistas,2021-04-30
53046,Innovate Industries,Social Media,Women 25-34,30 days,Website,0.05,"$13,955.00",6.03,Chicago,German,126,1819,2,Outdoor Adventurers,2021-05-01
53047,DataTech Solutions,Social Media,Women 35-44,45 days,Website,0.05,"$7,489.00",2.95,Chicago,German,332,5822,7,Fashionistas,2021-05-02
53048,TechCorp,Search,Women 35-44,30 days,Email,0.04,"$9,457.00",2.04,Miami,French,234,8253,8,Outdoor Adventurers,2021-05-03
53049,Innovate Industries,Display,Women 25-34,30 days,Facebook,0.12,"$17,940.00",5.22,New York,English,974,2599,3,Health & Wellness,2021-05-04
53050,Innovate Industries,Influencer,Men 18-24,30 days,Website,0.02,"$10,873.00",3.79,New York,English,359,2306,2,Tech Enthusiasts,2021-05-05
53051,DataTech Solutions,Influencer,Women 35-44,15 days,Facebook,0.08,"$8,577.00",6.27,Chicago,German,866,9785,10,Outdoor Adventurers,2021-05-06
53052,NexGen Systems,Influencer,Men 25-34,30 days,Email,0.02,"$10,409.00",6.78,Houston,French,117,4759,3,Foodies,2021-05-07
53053,NexGen Systems,Influencer,Women 25-34,15 days,Email,0.01,"$11,636.00",6.53,Los Angeles,German,821,8868,5,Outdoor Adventurers,2021-05-08
53054,Alpha Innovations,Social Media,Women 25-34,15 days,Email,0.14,"$6,930.00",4.48,New York,German,993,5802,5,Outdoor Adventurers,2021-05-09
53055,DataTech Solutions,Search,All Ages,60 days,Instagram,0.05,"$8,836.00",4.56,Chicago,German,460,4043,5,Fashionistas,2021-05-10
53056,DataTech Solutions,Email,Women 25-34,60 days,Email,0.03,"$6,867.00",4.76,Los Angeles,French,745,2688,6,Tech Enthusiasts,2021-05-11
53057,TechCorp,Social Media,Women 25-34,30 days,Google Ads,0.13,"$16,949.00",5.73,New York,English,843,2921,6,Health & Wellness,2021-05-12
53058,NexGen Systems,Email,Men 18-24,15 days,Instagram,0.06,"$7,334.00",7.82,Houston,Mandarin,499,2013,4,Outdoor Adventurers,2021-05-13
53059,DataTech Solutions,Social Media,Men 25-34,30 days,Website,0.02,"$13,801.00",3.59,Miami,French,271,9667,6,Tech Enthusiasts,2021-05-14
53060,DataTech Solutions,Email,Women 25-34,30 days,YouTube,0.1,"$7,146.00",2.35,New York,German,976,5066,5,Outdoor Adventurers,2021-05-15
53061,NexGen Systems,Email,Men 25-34,45 days,YouTube,0.08,"$12,459.00",5.46,Houston,English,521,3032,6,Foodies,2021-05-16
53062,NexGen Systems,Social Media,Women 35-44,45 days,Email,0.02,"$6,934.00",4.98,New York,French,170,3284,8,Tech Enthusiasts,2021-05-17
53063,NexGen Systems,Influencer,Women 35-44,45 days,Website,0.02,"$10,227.00",5.34,Houston,French,641,9486,2,Foodies,2021-05-18
53064,Innovate Industries,Email,All Ages,30 days,Facebook,0.04,"$12,336.00",2.49,Miami,German,736,1170,2,Fashionistas,2021-05-19
53065,Alpha Innovations,Display,Men 18-24,30 days,Instagram,0.05,"$15,446.00",3.89,New York,Mandarin,431,6617,8,Outdoor Adventurers,2021-05-20
53066,NexGen Systems,Display,Women 35-44,15 days,Website,0.1,"$6,693.00",3.35,Miami,Spanish,984,4131,9,Health & Wellness,2021-05-21
53067,Innovate Industries,Email,Men 25-34,15 days,Email,0.04,"$16,900.00",3.41,Chicago,German,971,6739,4,Foodies,2021-05-22
53068,NexGen Systems,Email,Women 35-44,60 days,Email,0.09,"$17,890.00",3.16,Houston,German,630,2496,9,Health & Wellness,2021-05-23
53069,DataTech Solutions,Display,Women 35-44,45 days,Facebook,0.06,"$7,978.00",2.76,Los Angeles,Mandarin,455,9567,4,Tech Enthusiasts,2021-05-24
53070,Alpha Innovations,Search,Men 25-34,30 days,Instagram,0.07,"$14,105.00",5.27,New York,Spanish,310,5307,7,Health & Wellness,2021-05-25
53071,NexGen Systems,Search,Women 35-44,45 days,Facebook,0.05,"$13,167.00",5.25,Miami,English,181,6068,6,Foodies,2021-05-26
53072,TechCorp,Display,Men 18-24,45 days,Google Ads,0.14,"$6,754.00",5.26,Houston,Spanish,834,8490,6,Fashionistas,2021-05-27
53073,Innovate Industries,Search,Women 35-44,15 days,Google Ads,0.05,"$14,609.00",5.65,New York,Mandarin,511,6815,7,Foodies,2021-05-28
53074,NexGen Systems,Social Media,Women 35-44,15 days,Instagram,0.03,"$8,797.00",5.87,Houston,Mandarin,788,5797,6,Tech Enthusiasts,2021-05-29
53075,Innovate Industries,Search,Men 18-24,15 days,Facebook,0.03,"$17,973.00",6.39,New York,English,107,3735,2,Outdoor Adventurers,2021-05-30
53076,Alpha Innovations,Display,Men 25-34,30 days,Google Ads,0.09,"$14,694.00",2.88,Los Angeles,Mandarin,604,9949,6,Tech Enthusiasts,2021-05-31
53077,TechCorp,Search,All Ages,15 days,Facebook,0.02,"$15,053.00",7.73,New York,Spanish,243,2855,8,Tech Enthusiasts,2021-06-01
53078,Alpha Innovations,Influencer,Men 25-34,30 days,Website,0.03,"$8,264.00",4.6,New York,Mandarin,595,1124,5,Outdoor Adventurers,2021-06-02
53079,DataTech Solutions,Search,Men 18-24,15 days,Instagram,0.13,"$16,372.00",7.27,Houston,German,923,6859,8,Health & Wellness,2021-06-03
53080,Alpha Innovations,Social Media,Women 35-44,30 days,Website,0.02,"$16,761.00",3.19,Los Angeles,French,718,5350,3,Fashionistas,2021-06-04
53081,NexGen Systems,Search,Men 25-34,45 days,Instagram,0.05,"$5,016.00",4.19,Miami,English,553,5732,2,Foodies,2021-06-05
53082,DataTech Solutions,Email,Women 25-34,30 days,Instagram,0.1,"$18,195.00",7.94,Miami,German,103,3946,1,Outdoor Adventurers,2021-06-06
53083,DataTech Solutions,Email,Women 25-34,60 days,YouTube,0.04,"$11,626.00",2.39,Houston,Spanish,561,9830,10,Foodies,2021-06-07
53084,DataTech Solutions,Email,Men 18-24,30 days,Google Ads,0.12,"$14,839.00",4.95,Miami,Mandarin,174,8059,9,Foodies,2021-06-08
53085,DataTech Solutions,Display,Men 18-24,60 days,Website,0.03,"$8,766.00",3.86,Houston,French,338,8785,3,Outdoor Adventurers,2021-06-09
53086,Innovate Industries,Display,All Ages,60 days,Google Ads,0.05,"$12,999.00",4.77,Miami,Spanish,973,2574,2,Health & Wellness,2021-06-10
53087,Innovate Industries,Social Media,Women 35-44,15 days,Google Ads,0.08,"$15,716.00",5.36,Chicago,French,792,5916,5,Tech Enthusiasts,2021-06-11
53088,NexGen Systems,Email,Men 18-24,45 days,Email,0.04,"$15,188.00",2.95,Chicago,Spanish,149,1873,2,Tech Enthusiasts,2021-06-12
53089,NexGen Systems,Display,Women 35-44,30 days,Email,0.1,"$17,990.00",6.97,Houston,Mandarin,734,2818,1,Fashionistas,2021-06-13
53090,Alpha Innovations,Influencer,Women 25-34,60 days,Email,0.1,"$11,263.00",5.16,Los Angeles,English,536,7354,4,Tech Enthusiasts,2021-06-14
53091,TechCorp,Social Media,All Ages,30 days,Email,0.11,"$13,509.00",6.37,Chicago,Spanish,721,9109,3,Fashionistas,2021-06-15
53092,Alpha Innovations,Display,Men 25-34,60 days,Website,0.12,"$12,835.00",4.06,Chicago,German,398,5464,1,Tech Enthusiasts,2021-06-16
53093,NexGen Systems,Search,Women 25-34,15 days,Facebook,0.01,"$10,690.00",7.2,Los Angeles,Spanish,920,4662,1,Outdoor Adventurers,2021-06-17
53094,Alpha Innovations,Display,Men 25-34,15 days,Email,0.02,"$18,092.00",4.92,New York,English,756,5985,6,Tech Enthusiasts,2021-06-18
53095,Alpha Innovations,Email,Women 25-34,30 days,Facebook,0.14,"$7,138.00",3.58,Houston,Spanish,213,9524,8,Fashionistas,2021-06-19
53096,Alpha Innovations,Social Media,Women 25-34,60 days,Google Ads,0.09,"$5,344.00",2.79,Los Angeles,Spanish,389,4534,6,Foodies,2021-06-20
53097,NexGen Systems,Social Media,Men 18-24,30 days,Instagram,0.02,"$10,040.00",2.33,Los Angeles,French,931,6081,9,Tech Enthusiasts,2021-06-21
53098,TechCorp,Email,Women 35-44,15 days,Email,0.11,"$5,697.00",3.14,Los Angeles,English,800,1186,3,Outdoor Adventurers,2021-06-22
53099,DataTech Solutions,Search,Women 35-44,45 days,Website,0.07,"$19,439.00",7.99,Chicago,Spanish,734,8789,10,Outdoor Adventurers,2021-06-23
53100,Innovate Industries,Search,Women 35-44,60 days,Email,0.06,"$17,296.00",4.75,Chicago,French,875,3282,8,Fashionistas,2021-06-24
53101,Alpha Innovations,Social Media,Women 35-44,30 days,Facebook,0.1,"$6,117.00",6.49,Miami,English,595,8976,1,Foodies,2021-06-25
53102,NexGen Systems,Influencer,Women 25-34,30 days,Facebook,0.13,"$5,410.00",2.23,New York,German,225,6770,6,Tech Enthusiasts,2021-06-26
53103,Innovate Industries,Search,All Ages,30 days,Facebook,0.04,"$14,416.00",4.1,Los Angeles,German,287,4853,9,Tech Enthusiasts,2021-06-27
53104,Alpha Innovations,Display,Men 25-34,30 days,Website,0.12,"$18,344.00",3.46,New York,Mandarin,216,2605,5,Tech Enthusiasts,2021-06-28
53105,TechCorp,Display,Women 35-44,30 days,Instagram,0.01,"$6,005.00",7.11,Miami,English,297,9310,3,Health & Wellness,2021-06-29
53106,Alpha Innovations,Search,Men 18-24,45 days,Google Ads,0.09,"$7,309.00",2.57,Miami,English,516,1993,7,Outdoor Adventurers,2021-06-30
53107,DataTech Solutions,Social Media,All Ages,15 days,Google Ads,0.12,"$5,602.00",7.1,New York,Spanish,153,3476,6,Health & Wellness,2021-07-01
53108,Alpha Innovations,Display,Women 25-34,15 days,Facebook,0.08,"$13,382.00",2.69,Chicago,Mandarin,743,8138,4,Foodies,2021-07-02
53109,Innovate Industries,Email,Women 35-44,45 days,Website,0.13,"$10,246.00",7.03,Chicago,French,359,8512,8,Tech Enthusiasts,2021-07-03
53110,Innovate Industries,Influencer,Women 35-44,15 days,Google Ads,0.06,"$19,695.00",4.3,Houston,German,225,2265,3,Foodies,2021-07-04
53111,NexGen Systems,Search,Women 35-44,30 days,Facebook,0.11,"$17,701.00",3.13,Los Angeles,Spanish,765,7149,2,Tech Enthusiasts,2021-07-05
53112,TechCorp,Influencer,Women 25-34,60 days,Email,0.1,"$8,205.00",7.22,New York,English,982,1568,1,Foodies,2021-07-06
53113,NexGen Systems,Email,Women 35-44,45 days,Website,0.12,"$6,942.00",3.05,Miami,German,208,1694,10,Tech Enthusiasts,2021-07-07
53114,NexGen Systems,Influencer,Women 35-44,60 days,Email,0.04,"$19,073.00",7.86,Miami,German,307,6944,7,Fashionistas,2021-07-08
53115,Innovate Industries,Search,Men 25-34,15 days,Website,0.05,"$14,191.00",5.24,Houston,Mandarin,621,7089,5,Outdoor Adventurers,2021-07-09
53116,NexGen Systems,Email,Men 25-34,30 days,Instagram,0.08,"$18,837.00",7.48,Miami,German,664,8781,7,Health & Wellness,2021-07-10
53117,Alpha Innovations,Social Media,All Ages,45 days,YouTube,0.05,"$7,264.00",6.02,Chicago,English,963,6212,1,Health & Wellness,2021-07-11
53118,Alpha Innovations,Social Media,Men 18-24,15 days,YouTube,0.12,"$12,238.00",6.97,Miami,Spanish,420,3191,3,Outdoor Adventurers,2021-07-12
53119,Alpha Innovations,Email,Men 25-34,45 days,YouTube,0.03,"$18,348.00",5.79,Los Angeles,Mandarin,308,8288,1,Fashionistas,2021-07-13
53120,DataTech Solutions,Influencer,Women 35-44,30 days,Google Ads,0.12,"$9,066.00",6.03,Los Angeles,English,530,2405,6,Foodies,2021-07-14
53121,Innovate Industries,Social Media,All Ages,45 days,Google Ads,0.11,"$19,856.00",7.69,Los Angeles,Mandarin,865,7383,3,Fashionistas,2021-07-15
53122,TechCorp,Email,Men 18-24,30 days,Instagram,0.08,"$7,834.00",2.39,New York,Spanish,967,3926,7,Fashionistas,2021-07-16
53123,Innovate Industries,Influencer,Men 18-24,45 days,Google Ads,0.08,"$14,714.00",7.08,Miami,German,426,4660,4,Foodies,2021-07-17
53124,Alpha Innovations,Influencer,Men 25-34,15 days,Google Ads,0.09,"$11,139.00",2.2,Chicago,English,816,1396,8,Outdoor Adventurers,2021-07-18
53125,Innovate Industries,Display,Men 18-24,30 days,Facebook,0.1,"$17,291.00",2.43,Miami,French,366,2339,4,Fashionistas,2021-07-19
53126,Alpha Innovations,Social Media,Women 25-34,30 days,Instagram,0.13,"$7,013.00",7.88,Chicago,French,281,6903,3,Foodies,2021-07-20
53127,Alpha Innovations,Influencer,Men 25-34,30 days,Email,0.08,"$6,035.00",5.43,Los Angeles,English,793,9209,6,Fashionistas,2021-07-21
53128,DataTech Solutions,Display,Women 25-34,30 days,YouTube,0.1,"$6,492.00",6.7,Chicago,Spanish,819,3596,10,Health & Wellness,2021-07-22
53129,TechCorp,Display,Women 35-44,45 days,Email,0.06,"$15,133.00",7.43,Chicago,French,479,3570,1,Tech Enthusiasts,2021-07-23
53130,Alpha Innovations,Search,All Ages,30 days,Website,0.1,"$10,251.00",2.07,Houston,Mandarin,850,2874,7,Foodies,2021-07-24
53131,NexGen Systems,Social Media,All Ages,30 days,YouTube,0.14,"$16,816.00",7.29,Los Angeles,Mandarin,382,4163,6,Health & Wellness,2021-07-25
53132,Alpha Innovations,Search,Men 25-34,30 days,Facebook,0.13,"$10,339.00",6.59,Los Angeles,English,917,5303,8,Fashionistas,2021-07-26
53133,Innovate Industries,Social Media,Women 35-44,60 days,Instagram,0.06,"$13,115.00",6.09,Houston,Spanish,524,5623,7,Fashionistas,2021-07-27
53134,NexGen Systems,Influencer,Women 25-34,15 days,Facebook,0.11,"$5,576.00",4.98,Los Angeles,Mandarin,219,8542,4,Fashionistas,2021-07-28
53135,TechCorp,Email,Men 25-34,60 days,Email,0.08,"$11,587.00",4.1,Chicago,Mandarin,936,8698,7,Outdoor Adventurers,2021-07-29
53136,Innovate Industries,Search,Men 25-34,45 days,Facebook,0.01,"$8,159.00",4.37,Miami,French,682,8419,6,Tech Enthusiasts,2021-07-30
53137,Innovate Industries,Search,Men 25-34,60 days,Instagram,0.13,"$12,515.00",2.78,Miami,English,295,6296,2,Fashionistas,2021-07-31
53138,Innovate Industries,Search,Men 18-24,60 days,Facebook,0.07,"$9,028.00",3.07,Miami,French,720,1289,3,Foodies,2021-08-01
53139,NexGen Systems,Email,Men 18-24,15 days,Instagram,0.05,"$16,101.00",4.56,New York,English,699,9355,1,Outdoor Adventurers,2021-08-02
53140,NexGen Systems,Influencer,Men 25-34,30 days,Website,0.05,"$7,160.00",6.93,Chicago,Mandarin,844,2375,5,Outdoor Adventurers,2021-08-03
53141,DataTech Solutions,Search,Men 25-34,15 days,Google Ads,0.14,"$9,096.00",4.66,Miami,English,350,8729,6,Outdoor Adventurers,2021-08-04
53142,NexGen Systems,Social Media,All Ages,30 days,Facebook,0.02,"$14,583.00",7.78,Chicago,Spanish,858,2098,1,Fashionistas,2021-08-05
53143,DataTech Solutions,Display,All Ages,60 days,Facebook,0.06,"$10,305.00",3.97,New York,French,925,8690,1,Foodies,2021-08-06
53144,NexGen Systems,Influencer,Men 18-24,60 days,Google Ads,0.09,"$7,498.00",5.5,Miami,Mandarin,258,6774,1,Health & Wellness,2021-08-07
53145,Innovate Industries,Email,All Ages,45 days,Instagram,0.1,"$13,005.00",6.43,Houston,Mandarin,297,2698,5,Outdoor Adventurers,2021-08-08
53146,Innovate Industries,Email,Men 25-34,45 days,Google Ads,0.04,"$10,076.00",3.73,Los Angeles,Spanish,660,4313,1,Health & Wellness,2021-08-09
53147,DataTech Solutions,Search,Men 18-24,15 days,Facebook,0.01,"$7,863.00",5.99,Chicago,French,537,7001,5,Tech Enthusiasts,2021-08-10
53148,NexGen Systems,Influencer,Women 35-44,60 days,Website,0.11,"$17,500.00",5.13,Houston,Mandarin,383,7644,8,Tech Enthusiasts,2021-08-11
53149,TechCorp,Search,Men 18-24,60 days,Website,0.03,"$7,109.00",7.79,Chicago,French,343,4565,3,Foodies,2021-08-12
53150,Innovate Industries,Email,All Ages,30 days,Website,0.12,"$13,895.00",4.35,Chicago,Spanish,158,6319,7,Foodies,2021-08-13
53151,DataTech Solutions,Email,All Ages,30 days,Facebook,0.04,"$8,463.00",4.3,Chicago,Spanish,793,1473,3,Tech Enthusiasts,2021-08-14
53152,Innovate Industries,Display,All Ages,60 days,Facebook,0.14,"$6,784.00",5.26,Miami,English,373,3636,2,Foodies,2021-08-15
53153,DataTech Solutions,Influencer,Men 25-34,45 days,Website,0.03,"$15,005.00",3.58,New York,English,131,7568,9,Tech Enthusiasts,2021-08-16
53154,Innovate Industries,Social Media,Men 25-34,30 days,Facebook,0.05,"$10,121.00",5.93,Houston,Mandarin,949,9444,4,Tech Enthusiasts,2021-08-17
53155,DataTech Solutions,Influencer,All Ages,30 days,Instagram,0.08,"$6,970.00",4.25,Los Angeles,English,620,6961,2,Fashionistas,2021-08-18
53156,DataTech Solutions,Display,Women 35-44,60 days,Email,0.14,"$16,299.00",7.17,Chicago,English,269,6101,6,Outdoor Adventurers,2021-08-19
53157,Alpha Innovations,Influencer,Men 25-34,45 days,Website,0.02,"$16,808.00",6.4,Houston,English,506,7797,9,Tech Enthusiasts,2021-08-20
53158,Innovate Industries,Influencer,Men 18-24,30 days,Google Ads,0.03,"$7,736.00",6.86,Chicago,Mandarin,597,3442,9,Fashionistas,2021-08-21
53159,DataTech Solutions,Display,Women 25-34,45 days,Instagram,0.06,"$10,331.00",7.55,Miami,Spanish,562,3211,3,Foodies,2021-08-22
53160,TechCorp,Email,Men 18-24,15 days,Facebook,0.06,"$14,688.00",7.15,Chicago,German,828,4558,6,Health & Wellness,2021-08-23
53161,TechCorp,Influencer,Women 35-44,30 days,YouTube,0.13,"$7,387.00",4.75,Los Angeles,English,648,4304,4,Outdoor Adventurers,2021-08-24
53162,Alpha Innovations,Search,Men 25-34,45 days,Website,0.1,"$13,360.00",7.4,New York,Spanish,566,6362,6,Tech Enthusiasts,2021-08-25
53163,Alpha Innovations,Search,All Ages,30 days,Website,0.05,"$16,561.00",5.06,New York,French,670,1629,6,Health & Wellness,2021-08-26
53164,TechCorp,Influencer,All Ages,45 days,YouTube,0.08,"$12,689.00",2.66,New York,Mandarin,601,7059,4,Fashionistas,2021-08-27
53165,TechCorp,Influencer,Men 25-34,15 days,YouTube,0.09,"$19,385.00",6.56,New York,English,543,9651,9,Foodies,2021-08-28
53166,Alpha Innovations,Search,Men 18-24,45 days,Google Ads,0.06,"$15,765.00",5.5,New York,French,202,3608,7,Health & Wellness,2021-08-29
53167,Alpha Innovations,Influencer,Men 18-24,45 days,YouTube,0.11,"$6,665.00",3.44,New York,French,344,6559,2,Health & Wellness,2021-08-30
